time,length,pressure,force,time_contraction,pressure_contraction,length_contraction,force_contraction,time_extension,pressure_extension,length_extension,force_extension,estimated_contraction_length,estimated_extension_length,Estimated_Stretched_Length_Contraction,Estimated_Unstretched_Length_Contraction,Estimated_Stretched_Length_Extension,Estimated_Unstretched_Length_Extension,Estimated_Length_Contraction,Estimated_Length_Extension,real_length_contraction,Real_Estimated_Length_Contraction,real_length_extension,Real_Estimated_Length_Extension,real_length,time_elapsed
10.021,159.7,0.219,46.2,0.0,0.219,189.7,46.2,,,,,156.6122985201143,,14.29585607918399,161.5631,,,175.85895607918397,,153.7,150.85895607918397,,,153.7,0.0
10.039,159.7,0.222,46.4,0.0179999999999989,0.222,189.7,46.4,,,,,156.6070226606623,,14.334228131904599,161.4878,,,175.8220281319046,,153.7,150.8220281319046,,,153.7,0.0179999999999989
10.067,159.7,0.224,46.8,0.0459999999999993,0.224,189.7,46.8,,,,,156.60564908995596,,14.435411036871319,161.4376,,,175.87301103687133,,153.7,150.87301103687133,,,153.7,0.0459999999999993
10.076,159.6,0.227,47.3,0.0549999999999997,0.227,189.6,47.3,,,,,156.60266268001354,,14.55776173070471,161.3623,,,175.9200617307047,,153.6,150.9200617307047,,,153.6,0.0549999999999997
10.106,159.6,0.229,47.8,0.084999999999999,0.229,189.6,47.8,,,,,156.60209442388515,,14.685656446370842,161.31210000000002,,,175.99775644637086,,153.6,150.99775644637086,,,153.6,0.084999999999999
10.126,159.6,0.23,48.5,0.1049999999999986,0.23,189.6,48.5,,,,,156.60586329440144,,14.875697084882862,161.287,,,176.16269708488286,,153.6,151.16269708488286,,,153.6,0.1049999999999986
10.147,159.6,0.234,49.1,0.1259999999999994,0.234,189.6,49.1,,,,,156.6011553191371,,15.015680964284332,161.1866,,,176.20228096428434,,153.6,151.20228096428434,,,153.6,0.1259999999999994
10.167,159.6,0.236,49.7,0.145999999999999,0.236,189.6,49.7,,,,,156.60155748752874,,15.168355619478861,161.1364,,,176.30475561947887,,153.6,151.30475561947887,,,153.6,0.145999999999999
10.184,159.5,0.239,50.4,0.1629999999999984,0.239,189.5,50.4,,,,,156.6002831382712,,15.340148503042382,161.0611,,,176.40124850304238,,153.5,151.40124850304238,,,153.5,0.1629999999999984
10.207,159.3,0.241,50.9,0.1859999999999999,0.241,189.3,50.9,,,,,156.599755579432,,15.462865180833855,161.0109,,,176.47376518083385,,153.3,151.47376518083385,,,153.3,0.1859999999999999
10.217,159.0,0.245,50.9,0.1959999999999997,0.245,189.0,50.9,,,,,156.5884997839603,,15.43266425327965,160.9105,,,176.34316425327967,,153.0,151.34316425327967,,,153.0,0.1959999999999997
